ПРОФНАСТИЛ ОКРАШЕННЫЙ (продолжение),,,,,Н114 600(646)-0.9 цинк,0.9 ,м,890
Наименование,толщина,Ед.изм,Цена,,,,,
С8 1150(1200)-0.4 RAL 3005 А,0.4 ,м,400,,Н114 750(807)-0.7 цинк,0.7 ,м,685
,,,,,,,,
С8 1150(1200)-0.4 RAL 5005,0.4 ,м,435,,Н114 750(807)-0.8 цинк,0.8 ,м,840
,,,,,,,,
С8 1150(1200)-0.4 RAL 5005 А,0.4 ,м,400,,Н114 750(807)-0.9 цинк,0.9 ,м,910
,,,,,,,,
С8 1150(1200)-0.4 RAL 6005,0.4 ,м,435,,Н114 750(807)-1 цинк,1 ,м,745
,,,,,Н114 750(807)-1 цинк,1 ,м,990
С8 1150(1200)-0.4 RAL 6005 А,0.4 ,м,400,,Н57 750(805)-0.6 цинк,0.6 ,м,580
,,,,,,,,
С8 1150(1200)-0.4 RAL 7004,0.4 ,м,435,,Н57 750(805)-0.65 цинк,0.65 ,м,600
,,,,,,,,
С8 1150(1200)-0.4 RAL 7004 А,0.4 ,м,400,,Н57 750(805)-0.7 цинк,0.7 ,м,635
,,,,,,,,
С8 1150(1200)-0.4 RAL 7024,0.4 ,м,435,,Н57 750(805)-0.8 цинк,0.8 ,м,715
,,,,,,,,
С8 1150(1200)-0.4 RAL 7024 А,0.4 ,м,400,,Н60 845(902)-0.5 цинк,0.5 ,м,445
,,,,,,,,
С8 1150(1200)-0.4 RAL 8017,0.4 ,м,435,,Н60 845(902)-0.7 цинк,0.7 ,м,590
,,,,,,,,
С8 1150(1200)-0.4 RAL 8017 А,0.4 ,м,400,,Н60 845(902)-0.8 цинк,0.8 ,м,655
,,,,,,,,
С8 1150(1200)-0.4 RAL 9003,0.4 ,м,435,,Н60 845(902)-0.9 цинк,0.9 ,м,765
,,,,,,,,
С8 1150(1200)-0.4 RAL 9003 А,0.4 ,м,400,,Н75 750(800)-0.7 цинк,0.7 ,м,590
,,,,,,,,
С8 1150(1200)-0.4 W001,0.4 ,м,675,,Н75 750(800)-0.8 цинк,0.8 ,м,655
,,,,,,,,
С8 1150(1200)-0.4 W004,0.4 ,м,675,,Н75 750(800)-0.9 цинк,0.9 ,м,765
,,,,,,,,
С8 1150(1200)-0.4 W005,0.4 ,м,675,,НС35 1000(1060)-0.45 цинк,0.45 ,м,449
,,,,,,,,
С8 1150(1200)-0.45 RAL 3005,0.45 ,м,527,,НС35 1000(1060)-0.5 цинк,0.5 ,м,477
,,,,,,,,
С8 1150(1200)-0.45 RAL 5005,0.45 ,м,527,,НС35 1000(1060)-0.7 цинк,0.7 ,м,640
,,,,,,,,
С8 1150(1200)-0.45 RAL 6005,0.45 ,м,527,,НС35 1000(1060)-0.8 цинк,0.8 ,м,699
,,,,,,,,
С8 1150(1200)-0.45 RAL 7004,0.45 ,м,527,,НС44 1000(1064)-0.5 цинк,0.5 ,м,477
,,,,,,,,
С8 1150(1200)-0.45 RAL 7024,0.45 ,м,527,,НС44 1000(1064)-0.7 цинк,0.7 ,м,495
,,,,,,,,
С8 1150(1200)-0.45 RAL 8017,0.45 ,м,527,,НС44 1000(1064)-0.7 цинк,0.7 ,м,640
,,,,,,,,
С8 1150(1200)-0.45 RAL 9003,0.45 ,м,527,,НС44 1000(1064)-0.8 цинк,0.8 ,м,699
,,,,,,,,
С8 1150(1200)-0.5 RAL 3005,0.5 ,м,570,,С10 1100(1154)-0.4 цинк,0.4 ,м,405
,,,,,,,,
С8 1150(1200)-0.5 RAL 5005,0.5 ,м,570,,С20 1100(1150)-0.4 цинк,0.4 ,м,370
,,,,,,,,
С8 1150(1200)-0.5 RAL 5021,0.5 ,м,442,,С20 1100(1150)-0.45 цинк,0.45 ,м,415
,,,,,,,,
С8 1150(1200)-0.5 RAL 6005,0.5 ,м,570,,С20 1100(1150)-0.5 цинк,0.5 ,м,445
,,,,,,,,
С8 1150(1200)-0.5 RAL 7004,0.5 ,м,570,,С20 1100(1150)-0.55 цинк,0.55 ,м,490
,,,,,,,,
С8 1150(1200)-0.5 RAL 7024,0.5 ,м,570,,С20 1100(1150)-0.7 цинк,0.7 ,м,590
,,,,,,,,
С8 1150(1200)-0.5 RAL 8017,0.5 ,м,570,,С21 1000(1050)-0.45 цинк,0.45 ,м,449
,,,,,,,,
С8 1150(1200)-0.7 RAL 9003,0.7 ,м,845,,С21 1000(1050)-0.7 цинк,0.7 ,м,640
,,,,,,,,
ПРОФНАСТИЛ ОЦИНКОВАННЫЙ,,,,,С21 1000(1051)-0.4 цинк,0.4 ,м,405
Наименование,толщина,Ед.изм,Цена,,,,,
Н114 600(646)-0.7 цинк,0.7 ,м,720,,С21 1000(1051)-0.45 цинк,0.45 ,м,449
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
ПРОФНАСТИЛ ОЦИНКОВАННЫЙ (продолжение),,,,,,,,
Наименование,толщина,Ед.изм,Цена,,,,,
С21 1000(1051)-0.5,0.5 ,м,477,,,,,
С21 1000(1051)-0.5 цинк,0.5 ,м,477,,,,,
,,,,,,,,
С8 1150(1200)-0.35 цинк,0.35 ,м,360,,,,,
,,,,,,,,
С8 1150(1200)-0.4 цинк,0.4 ,м,370,,,,,
,,,,,,,,
С8 1150(1200)-0.45 цинк,0.45 ,м,415,,,,,
,,,,,,,,
С8 1150(1200)-0.5 цинк,0.5 ,м,445,,,,,
,,,,,,,,
С8 1150(1200)-0.7 цинк,0.7 ,м,590,,,,,
,,,,,,,,
ПРОФНАСТИЛ,,,,,,,,
Наименование,толщина,Ед.изм,Цена,,,,,
С8 950(2000)-0.5,0.5 ,т,0,,,,,
